"tRound","tRock","tFlat","tInvert","tMammal","tBird","total","nRound","nRock","nFlat","nInvert","nMammal","nBird","ntotal"
"twelve","seven","five","thirty-five"," INVALID INPUT"," INVALID INPUT","fifty-nine",12,7,5,35,,,59
