"tRound","tRock","tFlat","tInvert","tMammal","tBird","total","nRound","nRock","nFlat","nInvert","nMammal","nBird","ntotal"
"seven","five","five","twenty-eight"," INVALID INPUT"," INVALID INPUT","forty-five",7,5,5,28,,,45
