"tRound","tRock","tFlat","tInvert","tMammal","tBird","total","nRound","nRock","nFlat","nInvert","nMammal","nBird","ntotal"
"eighteen","fifteen","four","forty-six"," INVALID INPUT"," INVALID INPUT","eighty-three",18,15,4,46,,,83
